pl_name,hostname,starsnum,planetsnum,discoverymethod,disc_year,disc_facility,orbital_period,pl_orbsmax,pl_radius,pl_mass,pl_orbeccen,pl_eqtemp,st_spectype,st_eff_temp,st_radius,st_mass,st_met,st_surface_gravity,sy_distance,sy_vmag,sy_kmag,sy_gaiamag
Kepler-1548 b,Kepler-1548,1,1,Transit,2016,Kepler,124.828679,0.4679,2.64,7.46,0,350,,5706,0.97,0.99,0.05,4.46,872.279,15.324,13.7,15.2455
Kepler-1549 b,Kepler-1549,1,1,Transit,2016,Kepler,214.886545,0.6687,2.57,7.13,0,286,,5324,0.84,0.88,0.02,4.54,803.052,15.353,13.271,15.1516
Kepler-155 b,Kepler-155,1,2,Transit,2014,Kepler,5.931194,0.056,2.09,5.02,0,614,M0 V,4508,0.62,0.64,-0.142,4.68,293.499,14.654,11.805,14.24
Kepler-155 c,Kepler-155,1,2,Transit,2014,Kepler,52.661793,0.242,2.24,5.65,0,286,M0 V,4508,0.62,0.64,-0.142,4.68,293.499,14.654,11.805,14.24
Kepler-1550 b,Kepler-1550,1,1,Transit,2016,Kepler,225.582809,0.7681,3.02,9.38,0,348,,5991,1.11,1.07,0.01,4.38,1179.01,15.107,13.427,14.8841
Kepler-1551 b,Kepler-1551,1,1,Transit,2016,Kepler,24.4973698,0.1772,2.66,7.56,0,722,,6136,1.22,1.14,0.01,4.32,1463.72,15.371,13.77,15.0975
Kepler-1552 b,Kepler-1552,1,1,Transit,2016,Kepler,184.771853,0.6045,2.47,6.66,0,268,,5202,0.78,0.85,-0.07,4.58,769.096,15.203,12.881,14.9308
Kepler-1553 b,Kepler-1553,1,1,Transit,2016,Kepler,4.24261881,0.0481,1.15,1.6,0,926,,5288,0.81,0.85,-0.09,4.56,692.594,15.251,13.167,14.9914
Kepler-1554 b,Kepler-1554,1,1,Transit,2016,Kepler,198.088774,0.6314,2.9,8.75,0,288,,5297,0.81,0.84,-0.1,4.56,946.847,15.93,13.814,15.7147
Kepler-1555 b,Kepler-1555,1,1,Transit,2016,Kepler,8.10501635,0.0805,1.61,3.22,0,959,,5866,1.06,1.04,0.03,4.4,2013.27,15.425,13.834,15.3259
Kepler-1556 b,Kepler-1556,1,1,Transit,2016,Kepler,8.82713457,0.0829,1.96,4.5,0,797,,5608,0.95,0.97,0.08,4.47,944.54,15.651,13.555,15.2978
Kepler-1557 b,Kepler-1557,1,1,Transit,2016,Kepler,3.74032496,0.049,1.53,2.96,0,1287,,6099,1.17,1.11,0.02,4.34,1380.16,15.383,13.8,15.2987
Kepler-1558 b,Kepler-1558,1,1,Transit,2016,Kepler,3.50470358,0.0419,0.68,0.244,0,1019,,5101,0.79,0.83,0,4.57,325.737,13.809,11.657,13.5998
Kepler-1559 b,Kepler-1559,1,1,Transit,2016,Kepler,0.97191543,0.018,0.72,0.299,0,1609,,5316,0.82,0.86,-0.04,4.55,614.827,14.549,12.634,14.488
Kepler-156 b,Kepler-156,1,2,Transit,2014,Kepler,4.973456,0.054,2.3,5.9,0,867,,5094,0.81,0.84,0.254,4.55,443.483,14.339,12.155,14.1564
Kepler-156 c,Kepler-156,1,2,Transit,2014,Kepler,15.906801,0.117,2.55,7.04,0,588,,5094,0.81,0.84,0.254,4.55,443.483,14.339,12.155,14.1564
Kepler-1560 b,Kepler-1560,1,1,Transit,2016,Kepler,3.03195744,0.0397,0.89,0.64,0,1269,,5815,1.02,1.02,0.04,4.43,502.497,13.505,11.868,13.3846
Kepler-1561 b,Kepler-1561,1,1,Transit,2016,Kepler,1.00520701,0.0194,1.09,1.32,0,1682,,5957,1.11,1.07,0.04,4.38,839.076,14.734,13.053,14.648
Kepler-1562 b,Kepler-1562,1,1,Transit,2016,Kepler,64.2737752,0.3308,3.55,12.3,0,554,,5760,1.05,1.02,0.11,4.41,2060.72,15.303,13.849,15.2729
Kepler-1563 b,Kepler-1563,1,1,Transit,2016,Kepler,3.43276598,0.0442,0.75,0.347,0,1134,,5765,0.99,1,0.02,4.45,616.697,13.696,12.013,13.5682
Kepler-1564 b,Kepler-1564,1,1,Transit,2016,Kepler,18.0540381,0.1327,1.47,2.76,0,635,,5528,0.9,0.93,0.03,4.5,908.805,15.124,13.283,14.9531
Kepler-1565 b,Kepler-1565,1,1,Transit,2016,Kepler,1.53818844,0.0241,1.19,1.81,0,1234,,4940,0.73,0.76,-0.16,4.6,629.93,15.381,13.259,15.4317
Kepler-1566 b,Kepler-1566,1,1,Transit,2016,Kepler,0.53991524,0.0121,0.79,0.418,0,1871,,5254,0.81,0.84,-0.07,4.56,466.586,14.564,12.435,14.3122
Kepler-1567 b,Kepler-1567,1,1,Transit,2016,Kepler,153.979578,0.552,2.73,7.9,0,330,,5655,0.93,0.95,-0.03,4.49,1206.11,15.92,13.992,15.6322
Kepler-1568 b,Kepler-1568,1,1,Transit,2016,Kepler,20.925392,0.1499,1.3,2.24,0,729,,5956,1.19,1.09,0.09,4.32,916.313,14.138,12.618,13.9451
Kepler-1569 b,Kepler-1569,1,1,Transit,2016,Kepler,5.79180156,0.0654,1.68,3.46,0,1222,,6319,1.4,1.25,0.06,4.24,945.454,14.123,12.59,13.9323
Kepler-157 b,Kepler-157,1,3,Transit,2014,Kepler,1.732342,0.028,1.32,2.3,0,1546,,5774,1.04,1.02,-0.059,4.39,773.713,14.206,12.573,14.0374
Kepler-157 c,Kepler-157,1,3,Transit,2014,Kepler,13.5405,0.11,2.24,5.65,0,779,,5774,1.04,1.02,-0.059,4.39,773.713,14.206,12.573,14.0374
Kepler-157 d,Kepler-157,1,3,Transit,2016,Kepler,7.02573474,0.0698,1.46,2.73,0,969,,5866,1.03,1.02,-0.01,4.42,773.713,14.206,12.573,14.0374
Kepler-1570 b,Kepler-1570,1,1,Transit,2016,Kepler,26.548955,0.1784,1.07,1.24,0,836,,5550,0.89,0.92,-0.04,4.5,918.995,14.242,11.997,13.9702
Kepler-1571 b,Kepler-1571,1,1,Transit,2016,Kepler,3.38555488,0.0432,1.52,2.92,0,1476,,6297,1.39,1.23,0.04,4.24,675.303,13.975,12.044,13.77
Kepler-1572 b,Kepler-1572,1,1,Transit,2016,Kepler,5.49548621,0.0614,0.94,0.779,0,1293,,5618,0.95,0.97,0.08,4.47,946.602,13.879,12.365,13.7175
Kepler-1573 b,Kepler-1573,1,1,Transit,2016,Kepler,2.6157554,0.0364,1.2,1.87,0,1379,,5808,1,1.01,0.02,4.44,1455.36,15.304,13.677,15.1693
Kepler-1574 b,Kepler-1574,1,1,Transit,2016,Kepler,6.9424334,0.0743,1.29,2.21,0,1003,,5892,1.08,1.06,0.08,4.4,1384.16,15.188,13.679,15.0937
Kepler-1575 b,Kepler-1575,1,1,Transit,2016,Kepler,2.55314213,0.0366,1.31,2.27,0,1312,,5667,0.92,0.95,-0.07,4.49,1246.92,15.53,13.828,15.4185
Kepler-1576 b,Kepler-1576,1,1,Transit,2016,Kepler,6.98471973,0.0726,1.04,1.12,0,1059,,5876,1.06,1.05,0.05,4.4,460.91,13.439,11.8,13.3354
Kepler-1577 b,Kepler-1577,1,1,Transit,2016,Kepler,6.30560247,0.0657,1.13,1.51,0,1125,,4862,0.74,0.78,0,4.6,510.029,15.228,12.862,15.0571
Kepler-1578 b,Kepler-1578,1,1,Transit,2016,Kepler,1.45088691,0.0252,1.04,1.12,0,1700,,5545,0.86,0.9,-0.13,4.53,1064.05,15.585,13.655,15.3281
Kepler-1579 b,Kepler-1579,1,1,Transit,2016,Kepler,0.84990789,0.014,0.84,0.52,0,1139,,4584,0.7,0.75,0.11,4.63,466,15.49,12.744,15.2481
Kepler-158 b,Kepler-158,1,2,Transit,2014,Kepler,16.709184,0.111,2.12,5.14,0,500,,4623,0.62,0.66,-0.03,4.66,315.177,14.743,12.057,14.4165
Kepler-158 c,Kepler-158,1,2,Transit,2014,Kepler,28.551383,0.158,1.9,4.27,0,418,,4623,0.62,0.66,-0.03,4.66,315.177,14.743,12.057,14.4165
Kepler-1580 b,Kepler-1580,1,1,Transit,2016,Kepler,56.6449279,0.323,2.11,5.1,0,733,,6228,2.15,1.47,0.12,3.94,1002.02,12.635,11.254,12.5755
Kepler-1581 b,Kepler-1581,1,1,Transit,2016,Kepler,6.28385491,0.0674,0.8,0.437,0,1108,,6022,1.23,1.12,0.07,4.31,493.175,12.442,11.025,12.3525
Kepler-1582 b,Kepler-1582,1,1,Transit,2016,Kepler,4.83817712,0.0316,1.49,2.83,0,354,,3208,0.3,0.28,0.48,4.93,78.8906,17.96,12.435,16.4142
Kepler-1583 b,Kepler-1583,1,1,Transit,2016,Kepler,9.32807355,0.085,0.6,0.156,0,788,,5645,0.91,0.94,-0.07,4.49,403.933,12.976,11.279,12.8414
Kepler-1584 b,Kepler-1584,1,1,Transit,2016,Kepler,13.3997099,0.1168,1.61,3.22,0,886,,6069,1.13,1.1,0,4.37,1416.31,15.105,13.524,14.8844
Kepler-1585 b,Kepler-1585,1,1,Transit,2016,Kepler,3.5827463,0.0445,1.79,3.86,0,1064,,5538,0.91,0.94,0.08,4.5,944.465,16.326,14.125,15.9772
Kepler-1586 b,Kepler-1586,1,1,Transit,2016,Kepler,15.6049212,0.1266,1.52,2.92,0,1013,,6681,1.75,1.45,0.06,4.12,552.55,13.278,11.643,13.0556
Kepler-1587 b,Kepler-1587,1,1,Transit,2016,Kepler,9.4060467,0.0878,1.33,2.33,0,981,,5933,1.22,1.08,0.07,4.3,1026.48,14.166,12.632,14.0315
Kepler-1588 b,Kepler-1588,1,1,Transit,2016,Kepler,7.84931739,0.0726,0.76,0.363,0,925,,5817,0.99,0.96,-0.14,4.43,924.141,13.94,12.383,13.821
Kepler-1589 b,Kepler-1589,1,1,Transit,2016,Kepler,0.99166527,0.0205,1.09,1.32,0,2102,,6166,1.25,1.18,0.08,4.32,1513.14,15.074,13.544,14.9651
Kepler-159 b,Kepler-159,1,2,Transit,2014,Kepler,10.139623,0.082,2.38,6.26,0,447,M0 V,4625,0.66,0.63,-0.28,4.65,373.744,15.386,12.357,14.8882
Kepler-159 c,Kepler-159,1,2,Transit,2014,Kepler,43.595792,0.218,3.41,11.5,0,275,M0 V,4625,0.66,0.63,-0.28,4.65,373.744,15.386,12.357,14.8882
Kepler-1590 b,Kepler-1590,1,1,Transit,2016,Kepler,7.61760804,0.0772,1.14,1.55,0,1020,,6053,1.16,1.11,0.03,4.35,771.152,14.186,12.693,14.077
Kepler-1591 b,Kepler-1591,1,1,Transit,2016,Kepler,8.18504949,0.0794,1.27,2.15,0,892,,6082,1.16,1.1,0.01,4.35,1419.58,14.846,13.107,14.6583
Kepler-1592 b,Kepler-1592,1,1,Transit,2016,Kepler,3.05710069,0.04,1.54,2.99,0,1202,,6213,1.28,1.18,0.04,4.29,1639.47,14.94,13.345,14.7857
Kepler-1593 b,Kepler-1593,1,1,Transit,2016,Kepler,174.509835,0.546,3.17,10.2,0,260,,4995,0.77,0.81,0.02,4.59,638.249,16.19,13.452,15.8836
Kepler-1594 b,Kepler-1594,1,1,Transit,2016,Kepler,2.71603809,0.0396,1.06,1.2,0,1360,,5946,1.08,1.06,0.03,4.39,976.868,14.951,13.322,14.7415
Kepler-1595 b,Kepler-1595,1,1,Transit,2016,Kepler,4.56380468,0.051,1.23,2.04,0,980,,5203,0.8,0.84,-0.02,4.56,845.022,15.508,13.527,15.4006
Kepler-1596 b,Kepler-1596,1,1,Transit,2016,Kepler,66.373379,0.3237,1.9,4.27,0,471,,5706,0.92,0.95,-0.11,4.49,2146.23,15.632,13.826,15.3662
Kepler-1597 b,Kepler-1597,1,1,Transit,2016,Kepler,2.94654179,0.0427,1.06,1.2,0,1497,,6377,1.39,1.25,0.02,4.24,1221.05,14.257,12.927,14.1152
Kepler-1598 b,Kepler-1598,1,1,Transit,2016,Kepler,4.34195123,0.0527,0.95,0.809,0,1236,,5940,1.09,1.07,0.04,4.39,619.862,13.929,12.42,13.8135
Kepler-1599 b,Kepler-1599,1,1,Transit,2016,Kepler,122.363553,0.4823,1.62,3.26,0,407,,5767,0.99,0.99,0.02,4.45,1328.2,14.97,13.361,14.9023
Kepler-16 b,Kepler-16,2,1,Transit,2011,Kepler,228.776,0.7048,8.449,105.833,0.0069,,,4450,0.65,0.69,-0.3,4.65,75.0852,12.144,8.996,11.7472
Kepler-160 b,Kepler-160,1,3,Transit,2014,Kepler,4.309397,0.05511,1.715,3.59,0,1134,,5471,1.12,0.97,0.14,4.47,937.013,14.816,13.052,14.616
Kepler-160 c,Kepler-160,1,3,Transit,2014,Kepler,13.699429,0.1192,3.76,13.6,0,771,,5471,1.12,0.97,0.14,4.47,937.013,14.816,13.052,14.616
Kepler-160 d,Kepler-160,1,3,Transit Timing Variations,2020,Kepler,30,0.17,,100,,,,5471,1.12,0.97,0.14,4.47,937.013,14.816,13.052,14.616
Kepler-1600 b,Kepler-1600,1,1,Transit,2016,Kepler,386.370548,0.9712,3.13,9.96,0,209,,5214,0.82,0.86,0.07,4.55,1030.81,16.076,13.896,15.8138
Kepler-1601 b,Kepler-1601,1,1,Transit,2016,Kepler,2.20921951,0.0336,0.82,0.477,0,1507,,5869,1.07,1.04,0.05,4.4,644.456,13.842,12.216,13.6782
Kepler-1602 b,Kepler-1602,1,1,Transit,2016,Kepler,11.17931605,0.1074,1.34,2.36,0,1159,,6296,1.36,1.22,0.02,4.25,629.804,13.362,12.06,13.3012
Kepler-1603 b,Kepler-1603,1,1,Transit,2016,Kepler,2.27163926,0.0351,1.29,2.21,0,1522,,6241,1.31,1.21,0.07,4.28,2712.58,15.397,13.84,15.3397
Kepler-1604 b,Kepler-1604,1,1,Transit,2016,Kepler,0.68368426,0.0089,1.41,2.57,0,2023,,4976,0.76,0.81,0.02,4.59,541.189,15.224,12.821,14.8989
Kepler-1605 b,Kepler-1605,1,1,Transit,2016,Kepler,85.7565495,0.3912,1.08,1.28,0,528,,5280,0.82,0.86,-0.01,4.55,546.23,12.592,10.587,12.4129
Kepler-1606 b,Kepler-1606,1,1,Transit,2016,Kepler,196.435224,0.6421,2.07,4.94,0,324,,5422,0.86,0.9,0.01,4.53,831.287,15.396,13.4,15.1062
Kepler-1607 b,Kepler-1607,1,1,Transit,2016,Kepler,13.6473676,0.1075,0.92,0.721,0,913,,6116,1.21,1.14,0.05,4.33,1286.1,13.969,12.218,13.8751
Kepler-1608 b,Kepler-1608,1,1,Transit,2016,Kepler,16.4735686,0.1126,1.73,3.64,0,612,,4992,0.72,0.75,-0.24,4.61,832,16.265,13.836,15.8947
Kepler-1609 b,Kepler-1609,1,1,Transit,2016,Kepler,114.34219,0.4679,2.22,5.56,0,429,,6132,1.27,1.18,0.1,4.29,1826.04,15.159,13.508,14.9366
Kepler-161 b,Kepler-161,1,2,Transit,2014,Kepler,4.921355,0.054,2.12,12.1,0,868,,5078,0.81,0.86,0.07,4.55,434.632,14.406,12.246,14.1922
Kepler-161 c,Kepler-161,1,2,Transit,2014,Kepler,7.06424,0.068,2.05,11.8,0,769,,5078,0.81,0.86,0.07,4.55,434.632,14.406,12.246,14.1922
Kepler-1610 b,Kepler-1610,1,1,Transit,2016,Kepler,8.70181574,0.0777,1.61,3.22,0,750,,5383,0.87,0.91,0.1,4.52,864.331,16.077,13.905,15.8137
Kepler-1611 b,Kepler-1611,1,1,Transit,2016,Kepler,5.1762429,0.0586,0.81,0.457,0,1243,,5605,0.93,0.94,0.01,4.49,908.444,14.627,12.689,14.4116
Kepler-1612 b,Kepler-1612,1,1,Transit,2016,Kepler,3.91795101,0.0482,1.03,1.08,0,1030,,5643,0.94,0.96,0.03,4.48,764.726,14.936,13.075,14.7157
Kepler-1613 b,Kepler-1613,1,1,Transit,2016,Kepler,1.5184299,0.0264,2.08,4.98,0,1926,,6005,1.12,1.08,0.01,4.37,1508.33,14.192,12.653,14.068
Kepler-1614 b,Kepler-1614,1,1,Transit,2016,Kepler,3.9466141,0.0471,1.49,2.83,0,981,,5121,0.76,0.79,-0.17,4.58,1191.19,16.01,14.001,15.9408
Kepler-1615 b,Kepler-1615,1,1,Transit,2016,Kepler,47.3126192,0.2788,2.06,4.9,0,658,,5865,1.05,1.04,0.06,4.42,1393.83,14.603,13.048,14.5237
Kepler-1616 b,Kepler-1616,1,1,Transit,2016,Kepler,6.76284377,0.0761,1.02,1.04,0,1337,,6266,1.34,1.21,0.02,4.26,1137.81,13.491,12.228,13.4295
Kepler-1617 b,Kepler-1617,1,1,Transit,2016,Kepler,27.4785572,0.181,1.2,1.87,0,736,,6167,1.22,1.15,0.01,4.32,898.31,13.811,12.323,13.6555
Kepler-1618 b,Kepler-1618,1,1,Transit,2016,Kepler,6.10826019,0.0706,1.26,2.13,0,1267,,6620,1.65,1.41,0.04,4.15,1229.25,13.672,12.473,13.5664
Kepler-1619 b,Kepler-1619,1,1,Transit,2016,Kepler,23.6225913,0.1611,0.76,0.363,0,797,,5852,1,1,-0.07,4.44,734.85,13.438,11.858,13.2994
Kepler-162 b,Kepler-162,1,2,Transit,2014,Kepler,6.919798,0.069,1.26,2.13,0,961,,5816,0.96,0.95,0.03,4.44,855.641,14.351,12.658,14.2231
Kepler-162 c,Kepler-162,1,2,Transit,2014,Kepler,19.446355,0.137,3.03,9.43,0,681,,5816,0.96,0.95,0.03,4.44,855.641,14.351,12.658,14.2231
Kepler-1620 b,Kepler-1620,1,1,Transit,2016,Kepler,101.951829,0.4322,1.61,3.22,0,428,,6157,1.23,1.15,0.03,4.31,895.069,13.69,12.198,13.6228
Kepler-1621 b,Kepler-1621,1,1,Transit,2016,Kepler,92.263714,0.4204,2.16,5.31,0,469,,6158,1.24,1.15,0.03,4.31,1631.66,15.151,13.602,15.0106
Kepler-1622 b,Kepler-1622,1,1,Transit,2016,Kepler,10.8118737,0.0994,1.47,2.76,0,922,,6436,1.5,1.31,0.04,4.2,796.477,13.437,12.104,13.3442
Kepler-1623 b,Kepler-1623,1,1,Transit,2016,Kepler,4.36128348,0.0518,1.31,2.27,0,1000,,5772,1,1,0.04,4.44,837.481,15.205,13.245,14.9243
Kepler-1624 b,Kepler-1624,1,1,Transit,2016,Kepler,3.29030452,0.0327,5.7,27.6,0,540,,3636,0.47,0.5,0.06,4.78,258.979,16.597,12.312,15.6681
Kepler-1625 b,Kepler-1625,1,1,Transit,2016,Kepler,287.378949,0.8748,6.06,30.6,0,350,,5677,0.94,0.96,0.01,4.48,2310.11,16.227,13.916,15.7627
Kepler-1626 b,Kepler-1626,1,1,Transit,2016,Kepler,4.13962966,0.0537,2.02,4.74,0,1352,,6826,1.85,1.51,0.04,4.08,1368.83,14.357,12.967,14.2242
Kepler-1627 b,Kepler-1627,1,1,Transit,2016,Kepler,7.20283653,0.0643,3.69,13.2,0,794,,5445,0.84,0.87,-0.1,4.54,317.437,13.111,11.194,13.0492
Kepler-1628 b,Kepler-1628,1,1,Transit,2016,Kepler,76.378033,0.2952,6.43,33.8,0,240,,3724,0.52,0.55,0.17,4.74,352,17.8298,13.224,16.9534
Kepler-1629 b,Kepler-1629,1,1,Transit,2016,Kepler,3.87595807,0.0485,0.77,0.381,0,1081,,5776,1.01,1.01,0.05,4.44,336.09,12.786,11.218,12.7136
Kepler-163 b,Kepler-163,1,2,Transit,2014,Kepler,7.810937,0.078,1.05,1.16,0,906,,5776,0.92,0.88,0.141,4.52,689.814,14.467,12.784,14.3796
Kepler-163 c,Kepler-163,1,2,Transit,2014,Kepler,21.347262,0.152,2.26,5.73,0,648,,5776,0.92,0.88,0.141,4.52,689.814,14.467,12.784,14.3796
Kepler-1630 b,Kepler-1630,1,1,Transit,2016,Kepler,509.997402,1.1218,2.19,5.43,0,182,,4736,0.63,0.66,-0.46,4.66,331.213,14.278,11.803,14.2049
Kepler-1631 b,Kepler-1631,1,1,Transit,2016,Kepler,4.09513932,0.0511,1.35,2.39,0,1122,,5679,0.95,0.97,0.04,4.47,1305.99,15.673,13.782,15.4951
Kepler-1632 b,Kepler-1632,1,1,Transit,2016,Kepler,448.303558,0.6762,2.47,6.66,0,369,,6137,1.19,1.12,0,4.33,716.76,13.22,11.66,13.066
Kepler-1633 b,Kepler-1633,1,1,Transit,2016,Kepler,186.404271,0.3875,1.58,3.12,0,925,,6256,1.32,1.2,0.02,4.27,1114.91,13.516,12.109,13.3918
Kepler-1634 b,Kepler-1634,1,1,Transit,2016,Kepler,374.876239,1.0525,3.19,10.3,0,282,,5474,0.89,0.92,0.02,4.51,617.339,14.636,12.721,14.486
Kepler-1635 b,Kepler-1635,1,1,Transit,2016,Kepler,469.63111,1.117,3.64,12.9,0,200,,5347,0.85,0.89,0.06,4.53,1069.45,15.82,13.895,15.6928
Kepler-1636 b,Kepler-1636,1,1,Transit,2016,Kepler,425.47785,1.1546,3.23,10.5,0,248,,5797,1.02,1.01,0.03,4.43,1947.54,15.807,14.231,15.7916
Kepler-1637 b,Kepler-1637,1,1,Transit,2016,Kepler,6.10960324,0.0596,0.89,0.64,0,1093,,5789,1.02,1.02,0.07,4.43,567.187,13.375,11.778,13.2726
Kepler-1638 b,Kepler-1638,1,1,Transit,2016,Kepler,259.33683,0.745,1.87,4.16,0,304,,5710,0.95,0.97,-0.01,4.47,1525.52,14.769,13.138,14.7479
Kepler-1639 b,Kepler-1639,1,1,Transit,2016,Kepler,9.878482,0.0932,2.58,7.18,0,1003,,6150,1.18,1.12,-0.03,4.34,1031.31,14.593,13.211,14.4686
Kepler-164 b,Kepler-164,1,3,Transit,2014,Kepler,5.03503,0.058,1.41,2.57,0,1141,,5888,1.15,1.09,0,4.33,890.758,14.379,12.935,14.2329
Kepler-164 c,Kepler-164,1,3,Transit,2014,Kepler,10.945723,0.097,2.73,7.9,0,881,,5888,1.15,1.09,0,4.33,890.758,14.379,12.935,14.2329
Kepler-164 d,Kepler-164,1,3,Transit,2014,Kepler,28.986769,0.187,2.45,6.57,0,637,,5888,1.15,1.09,0,4.33,890.758,14.379,12.935,14.2329
Kepler-1640 b,Kepler-1640,1,1,Transit,2016,Kepler,7.5844126,0.0836,4.82,20.7,0,1228,,6324,1.43,1.27,0.1,4.23,1859.78,14.754,13.079,14.9622
Kepler-1641 b,Kepler-1641,1,2,Transit,2016,Kepler,19.672266,0.1473,3.11,9.85,0,908,,6152,1.19,1.12,-0.02,4.34,860.37,14.49,12.735,14.2231
Kepler-1641 c,Kepler-1641,1,2,Transit,2016,Kepler,32.657212,0.2065,2.95,9.01,0,767,,6152,1.19,1.12,-0.02,4.34,860.37,14.49,12.735,14.2231
Kepler-1642 b,Kepler-1642,1,2,Transit,2016,Kepler,12.2057513,0.1016,3.2,10.3,0,895,,5355,0.84,0.88,-0.01,4.54,413.873,14.319,12.066,14.1012
Kepler-1642 c,Kepler-1642,1,2,Transit,2016,Kepler,6.6513802,0.0678,2.66,7.56,0,1095,,5355,0.84,0.88,-0.01,4.54,413.873,14.319,12.066,14.1012
Kepler-1643 b,Kepler-1643,1,1,Transit,2016,Kepler,5.34264507,0.0531,2.3,5.9,0,799,,5508,0.88,0.92,-0.01,4.52,341.774,14.072,11.636,13.8271
Kepler-1644 b,Kepler-1644,1,1,Transit,2016,Kepler,21.0907758,0.142,1.88,4.19,0,606,,5499,0.86,0.89,-0.1,4.53,629.27,14.397,12.552,14.1827
Kepler-1645 b,Kepler-1645,1,1,Transit,2016,Kepler,16.1779561,0.1285,1.78,3.82,0,754,,5812,1.02,1.02,0.04,4.43,1202.47,14.566,12.897,14.4405
Kepler-1646 b,Kepler-1646,1,1,Transit,2016,Kepler,4.48558383,0.0295,1.23,2.04,0,365,,3299,0.26,0.24,0.04,5.01,127.591,16.8419,12.029,15.6554
Kepler-1647 b,Kepler-1647,2,1,Transit,2016,Kepler,1107.5923,2.7205,11.874,483,0.0581,,,6210,1.79,1.22,-0.14,4.02,1212.45,13.668,12.007,13.579
Kepler-1649 b,Kepler-1649,1,2,Transit,2017,Kepler,8.689099,0.0514,1.017,1.03,0,307,,3240,0.23,0.2,-0.15,5,92.1913,17.95,12.589,16.2682
Kepler-1649 c,Kepler-1649,1,2,Transit,2020,Kepler,19.53527,0.0649,1.06,1.2,0,234,,3240,0.23,0.2,-0.15,5,92.1913,17.95,12.589,16.2682
Kepler-165 b,Kepler-165,1,2,Transit,2014,Kepler,8.180848,0.072,2.32,5.99,0,716,,5211,0.77,0.79,0.12,4.54,560.885,15.05,12.843,14.7945
Kepler-165 c,Kepler-165,1,2,Transit,2014,Kepler,15.31299,0.11,2.23,5.6,0,581,,5211,0.77,0.79,0.12,4.54,560.885,15.05,12.843,14.7945
Kepler-1650 b,Kepler-1650,1,1,Transit,2017,Kepler,1.53818001,0.0167,0.96,0.84,0.01,602,,3410,0.33,0.33,-0.11,4.86,134.397,17.07,12.199,15.7393
Kepler-1651 b,Kepler-1651,2,1,Transit,2017,Kepler,9.87863917,0.0692,1.84,4.04,0.13,393,,3713,0.5,0.52,-0.16,4.84,66.4074,13.86,9.804,13.0716
Kepler-1652 b,Kepler-1652,1,1,Transit,2017,Kepler,38.09722,0.1654,1.6,3.19,0,268,,3638,0.38,0.4,-0.3,4.88,252,16.86,12.635,16.0023
Kepler-1653 b,Kepler-1653,1,1,Transit,2017,Kepler,140.2524,0.4706,2.17,5.35,0,284,,4807,0.69,0.72,-0.18,4.62,755,15.864,13.211,
Kepler-1654 b,Kepler-1654,1,1,Transit,2018,Kepler,1047.8356,2.026,9.18,158.915,0.26,206,G5 V,5597,1.18,1.01,-0.088,4.3,568.117,13.497,11.922,13.4057
Kepler-1655 b,Kepler-1655,1,1,Transit,2018,Kepler,11.8728787,0.103,2.213,5,0,863,G0 V,6148,1.03,1.03,-0.24,4.36,213.26,11.045,9.785,11.0141
Kepler-1656 b,Kepler-1656,1,1,Transit,2018,Kepler,31.578659,0.197,5.02,48.6,0.836,651,,5731,1.1,1.03,0.19,4.37,185.875,11.64,9.64,11.0622
Kepler-1658 b,Kepler-1658,1,1,Transit,2019,Kepler,3.84937278,0.0544,11.994,1868.8404,0.0628,2034,,6216,2.89,1.45,-0.18,3.67,788.238,11.62,10.195,11.42
Kepler-166 b,Kepler-166,1,3,Transit,2014,Kepler,7.650254,0.072,2.27,5.77,0,772,,5413,0.74,0.88,-0.03,4.62,603.53,14.857,12.876,14.6848
Kepler-166 c,Kepler-166,1,3,Transit,2014,Kepler,34.260281,0.195,2.38,6.26,0,468,,5413,0.74,0.88,-0.03,4.62,603.53,14.857,12.876,14.6848
Kepler-166 d,Kepler-166,1,3,Transit,2016,Kepler,1.55400393,0.0246,1.73,3.64,0,1313,,5350,0.83,0.88,-0.03,4.55,603.53,14.857,12.876,14.6848
Kepler-1661 b,Kepler-1661,2,1,Transit,2020,Kepler,175.06,0.633,3.87,17,0.057,243,K,5100,0.76,0.84,-0.12,4.66,410.607,14.357,12.162,14.1933
Kepler-1663 b,Kepler-1663,1,1,Transit,2020,Kepler,17.6046,0.1072,3.304,10.9,0,362,,3844,0.63,0.61,0.06,4.63,337.926,16.069,12.552,15.6164
Kepler-1664 b,Kepler-1664,1,1,Transit,2020,Kepler,14.3868,0.1137,3.033,9.45,0,776,,5735.81,1.07,0.94,0.37,4.35,626.691,13.621,12.054,13.5307
Kepler-1665 b,Kepler-1665,1,1,Transit,2020,Kepler,11.9548,0.1006,2.839,8.44,0,906,,5049.84,0.78,0.84,-0.013,4.58,335.515,13.737,11.571,13.5913
Kepler-1666 b,Kepler-1666,1,2,Transit,2020,Kepler,25.8476,0.1761,2.883,8.66,0,672,,6293,1.15,1.23,-0.2,4.41,1379.37,15.104,13.629,15.0151
Kepler-1666 c,Kepler-1666,1,2,Transit,2020,Kepler,40.7157,0.2383,3.236,10.5,0,578,,6293,1.15,1.23,-0.2,4.41,1379.37,15.104,13.629,15.0151
